date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:26:10	40932/40932	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2024%20Dec%202013%2016:51:56%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-black-webfont.ttf	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-black-webfont.ttf	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:10	21997/21997	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:51:59%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-blackitalic-webfont.eot?	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-blackitalic-webfontd41d.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:13	57691/57691	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Dec%202013%2016:52:02%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-blackitalic-webfont.svg	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-blackitalic-webfont.svg	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:16	19370/19370	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:05%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bold-webfont.eot	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bold-webfont.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:16	19370/19370	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:05%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bold-webfont.eot?	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bold-webfontd41d.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:18	53262/53262	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Dec%202013%2016:52:09%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bold-webfont.svg	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bold-webfont.svg	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:19	47632/47632	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2024%20Dec%202013%2016:52:03%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-blackitalic-webfont.ttf	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-blackitalic-webfont.ttf	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:19	23268/23268	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2024%20Dec%202013%2016:52:12%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bold-webfont.woff	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bold-webfont.woff	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:22	22863/22863	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:14%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bolditalic-webfont.eot	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bolditalic-webfont.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:24	22863/22863	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:14%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bolditalic-webfont.eot?	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bolditalic-webfontd41d.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:24	27044/27044	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2024%20Dec%202013%2016:52:22%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bolditalic-webfont.woff	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bolditalic-webfont.woff	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:26	41520/41520	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2024%20Dec%202013%2016:52:08%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bold-webfont.ttf	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bold-webfont.ttf	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:26	57511/57511	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Dec%202013%2016:52:18%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bolditalic-webfont.svg	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bolditalic-webfont.svg	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:30	23135/23135	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:23%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-italic-webfont.eot	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-italic-webfont.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:30	23135/23135	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:23%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-italic-webfont.eot?	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-italic-webfontd41d.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:31	27192/27192	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2024%20Dec%202013%2016:52:33%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-italic-webfont.woff	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-italic-webfont.woff	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:32	58335/58335	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Dec%202013%2016:52:27%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-italic-webfont.svg	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-italic-webfont.svg	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:36	49452/49452	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2024%20Dec%202013%2016:52:20%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bolditalic-webfont.ttf	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-bolditalic-webfont.ttf	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:36	19181/19181	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:30%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-light-webfont.eot	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-light-webfont.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:36	19181/19181	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:30%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-light-webfont.eot?	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-light-webfontd41d.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:38	50064/50064	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2024%20Dec%202013%2016:52:26%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-italic-webfont.ttf	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-italic-webfont.ttf	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:38	53460/53460	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Dec%202013%2016:52:33%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-light-webfont.svg	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-light-webfont.svg	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:41	22912/22912	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2024%20Dec%202013%2016:52:35%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-light-webfont.woff	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-light-webfont.woff	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:43	23573/23573	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:37%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-lightitalic-webfont.eot	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-lightitalic-webfont.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:44	27660/27660	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2024%20Dec%202013%2016:52:44%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-lightitalic-webfont.woff	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-lightitalic-webfont.woff	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:44	42172/42172	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2024%20Dec%202013%2016:52:36%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-light-webfont.ttf	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-light-webfont.ttf	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:45	58463/58463	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Dec%202013%2016:52:40%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-lightitalic-webfont.svg	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-lightitalic-webfont.svg	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:47	23573/23573	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:37%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-lightitalic-webfont.eot?	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-lightitalic-webfontd41d.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:49	19712/19712	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:44%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-medium-webfont.eot?	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-medium-webfontd41d.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:49	19712/19712	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:44%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-medium-webfont.eot	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-medium-webfont.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:53	53741/53741	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Dec%202013%2016:52:48%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-medium-webfont.svg	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-medium-webfont.svg	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:53	23488/23488	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2024%20Dec%202013%2016:52:54%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-medium-webfont.woff	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-medium-webfont.woff	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:55	52188/52188	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2024%20Dec%202013%2016:52:42%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-lightitalic-webfont.ttf	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-lightitalic-webfont.ttf	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:56	23083/23083	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2024%20Dec%202013%2016:52:52%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-mediumitalic-webfont.eot	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-mediumitalic-webfont.eot	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:57	41776/41776	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2024%20Dec%202013%2016:52:49%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-medium-webfont.ttf	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-medium-webfont.ttf	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:58	27116/27116	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2024%20Dec%202013%2016:53:01%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-mediumitalic-webfont.woff	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-mediumitalic-webfont.woff	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
08:26:59	57955/57955	---M--	200	added ('OK')	image/svg+xml	date:Tue,%2024%20Dec%202013%2016:52:58%20GMT	http://demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-mediumitalic-webfont.svg	C:/My%20Web%20Sites/myportfolio/demo.mutationmedia.net/CONFIDENCEVCARD/font/roboto-mediumitalic-webfont.svg	(from http://demo.mutationmedia.net/CONFIDENCEVCARD/css/font.css)
